"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
2021-05-18 13:58:00,1,"21","27","2127",115,4.74493212836325,474,408
2021-05-18 13:14:00,2,"66","23","6623",76,4.33073334028633,1680,364
2021-05-18 13:45:00,3,"48","20","4820",67,4.20469261939097,1191,395
2021-05-18 11:04:00,4,"39","30","3930",62,4.12713438504509,947,234
2021-05-18 07:23:00,5,"52","24","5224",4,1.38629436111989,1298,13
2021-05-18 11:52:00,6,"15","02","1502",122,4.80402104473326,334,282
2021-05-18 11:01:00,7,"36","32","3632",58,4.06044301054642,866,231
2021-05-18 07:29:00,8,"37","04","3704",2,0.693147180559945,879,19
2021-05-18 12:20:00,10,"60","20","6020",79,4.36944785246702,1534,310
2021-05-18 07:56:00,11,"50","01","5001",11,2.39789527279837,1217,46
2021-05-18 08:46:00,12,"13","15","1315",25,3.2188758248682,311,96
2021-05-18 11:03:00,13,"45","08","4508",33,3.49650756146648,1117,233
2021-05-18 11:52:00,14,"30","09","3009",79,4.36944785246702,678,282
2021-05-18 10:53:00,15,"65","07","6507",103,4.63472898822964,1641,223
2021-05-18 07:30:00,16,"34","11","3411",3,1.09861228866811,771,20
2021-05-18 12:47:00,17,"62","13","6213",65,4.17438726989564,1578,337
2021-05-18 10:50:00,18,"66","08","6608",103,4.63472898822964,1665,220
2021-05-18 12:46:00,19,"56","04","5604",46,3.8286413964891,1380,336
2021-05-18 07:34:00,20,"42","02","4202",3,1.09861228866811,1042,24
2021-05-18 11:44:00,21,"22","29","2229",113,4.72738781871234,521,274
2021-05-18 07:37:00,22,"49","09","4909",9,2.19722457733622,1203,27
2021-05-18 11:25:00,23,"34","14","3414",95,4.55387689160054,774,255
2021-05-18 09:37:00,24,"32","01","3201",29,3.36729582998647,706,147
2021-05-18 14:25:00,26,"66","08","6608",179,5.18738580584075,1665,435
2021-05-18 11:10:00,28,"23","11","2311",47,3.85014760171006,532,240
2021-05-18 13:23:00,29,"40","07","4007",102,4.62497281328427,970,373
2021-05-18 12:39:00,30,"28","18","2818",61,4.11087386417331,651,329
2021-05-18 14:45:00,31,"56","28","5628",100,4.60517018598809,1404,455
2021-05-18 11:58:00,32,"39","26","3926",44,3.78418963391826,943,288
2021-05-18 07:59:00,33,"41","04","4104",9,2.19722457733622,1018,49
2021-05-18 08:25:00,34,"55","15","5515",16,2.77258872223978,1362,75
2021-05-18 09:07:00,35,"62","21","6221",20,2.99573227355399,1586,117
2021-05-18 12:43:00,36,"51","14","5114",74,4.30406509320417,1260,333
2021-05-18 08:48:00,37,"57","06","5706",47,3.85014760171006,1423,98
2021-05-18 09:59:00,38,"30","07","3007",85,4.44265125649032,676,169
2021-05-18 11:46:00,39,"36","01","3601",49,3.89182029811063,835,276
